accident_id,date,time,day_of_week,road_type,speed_limit,weather_conditions,light_conditions,road_surface,number_of_vehicles,number_of_casualties,severity,latitude,longitude,local_authority,urban_rural
ACC02508,2023-02-26,01:00,Sunday,One way street,40,Raining no high winds,Daylight,Snow,2,2,Slight,51.684868,0.178281,Cardiff,Urban
ACC02509,2023-07-04,11:39,Tuesday,Single carriageway,30,Other,Daylight,Wet or damp,2,3,Slight,51.351353,0.315817,Lambeth,Rural
ACC02510,2023-09-27,03:19,Wednesday,One way street,30,Snowing no high winds,Darkness - lighting unknown,,2,2,Serious,55.45476,-0.755949,Liverpool,Urban
ACC02511,2023-02-28,14:57,Tuesday,Single carriageway,30,Raining with high winds,Darkness - lighting unknown,Wet or damp,2,1,Serious,55.672575,-1.367714,Leeds,Rural
ACC02512,2023-07-14,09:55,Friday,One way street,60,Fine no high winds,Daylight,Wet or damp,2,1,Serious,55.73712,1.297486,Nottingham,Urban
ACC02513,2023-09-28,13:17,Thursday,Single carriageway,60,Fine no high winds,Darkness - no lighting,Dry,2,1,Serious,52.013835,-3.138383,Portsmouth,Rural
ACC02514,2023-03-18,12:32,Saturday,single carriageway,70,Raining no high winds,Darkness - lights lit,Wet or damp,2,2,Slight,51.678479,-2.931527,Greenwich,Rural
ACC02515,2023-02-14,01:57,Tuesday,One way street,40,Fog or mist,Daylight,,2,1,Slight,52.855075,1.502709,Manchester,Urban
ACC02516,2023-12-17,02:22,Sunday,slip road,30,Fine no high winds,Darkness - no lighting,Snow,3,2,Slight,54.198231,-5.035274,Nottingham,Urban
ACC02517,2023-11-25,08:57,Saturday,Roundabout,30,Fine no high winds,Darkness - lights lit,Dry,2,3,Slight,51.895972,0.111019,Exeter,Rural
ACC02518,2023-02-09,16:03,Thursday,Motorway,40,Fine no high winds,Darkness - lighting unknown,Flood over 3cm deep,3,1,Serious,51.803417,-4.650594,Plymouth,Urban
ACC02519,2023-06-09,12:17,Friday,Dual carriageway,40,Fine no high winds,Daylight,Dry,2,1,Slight,51.517953,-0.350949,Wandsworth,Rural
ACC02520,2023-09-10,12:15,Sunday,Single carriageway,60,Fine no high winds,Daylight,Dry,3,1,Slight,53.556029,-3.270177,Newcastle upon Tyne,Urban
ACC02521,2023-07-02,16:10,Sunday,One way street,70,Raining no high winds,Darkness - lights lit,Dry,1,3,Slight,54.995047,1.510376,Ipswich,Rural
ACC02522,2023-11-11,09:09,Saturday,One way street,20,Other,Darkness - lights unlit,Dry,3,2,Fatal,54.098213,-4.527486,Newcastle upon Tyne,Urban
ACC02523,2023-02-16,19:39,Thursday,Single carriageway,30,Raining no high winds,,Snow,2,1,Slight,54.049187,1.231565,Manchester,Rural
ACC02524,2023-09-24,17:54,Sunday,Slip road,70,Fog or mist,Daylight,Flood over 3cm deep,2,1,Fatal,51.74355,0.870056,Norwich,Rural
ACC02525,2023-05-19,14:22,Friday,One way street,40,Raining no high winds,Daylight,Dry,2,3,Serious,53.904518,-1.065547,Cardiff,Rural
ACC02526,2023-02-11,02:10,Saturday,Single carriageway,70,Fine no high winds,Daylight,Dry,2,4,Serious,,,Newcastle upon Tyne,Urban
ACC02527,2023-06-19,14:18,Monday,Motorway,60,Unknown,Daylight,Snow,3,5,Serious,54.020176,-2.984871,Glasgow,Urban
ACC02528,2023-03-30,11:04,Thursday,Slip road,30,Other,Darkness - lights lit,Snow,2,3,Slight,55.526557,-0.27182,Sunderland,Rural
ACC02529,2023-09-01,13:57,Friday,Single carriageway,20,Snowing no high winds,Daylight,Dry,1,1,Slight,50.941542,0.976161,Greenwich,Urban
ACC02530,2023-04-25,07:35,Tuesday,Roundabout,40,Fine no high winds,Darkness - lights lit,Dry,4,1,Slight,53.641873,-2.606548,Greenwich,Urban
ACC02531,2023-03-05,12:31,Sunday,Motorway,60,Raining with high winds,Darkness - lighting unknown,Flood over 3cm deep,3,3,Slight,53.938165,-0.908496,Wolverhampton,Urban
ACC02532,2023-04-08,13:26,Saturday,Single carriageway,30,Fine no high winds,Darkness - lights unlit,Dry,1,4,Slight,52.577704,-1.443209,Sheffield,Urban
ACC02533,2023-10-14,13:40,Saturday,Single carriageway,70,Raining no high winds,Daylight,Dry,3,1,Slight,50.127027,-0.630705,Bristol,Urban
ACC02534,2023-07-11,09:35,Tuesday,One way street,60,Fog or mist,Darkness - lights unlit,Dry,2,5,Fatal,55.7895,-4.775012,Sunderland,Rural
ACC02535,2023-12-04,09:42,Monday,Single carriageway,20,Fine no high winds,Darkness - lights lit,Dry,2,1,Slight,53.014331,-2.726601,Liverpool,Rural
ACC02536,2023-10-31,13:27,Tuesday,Motorway,50,Snowing no high winds,Darkness - lights lit,Flood over 3cm deep,3,1,Slight,50.515584,-4.488255,Hackney,Urban
ACC02537,2023-05-10,06:50,Wednesday,One way street,40,Other,Darkness - lights lit,Dry,1,1,Serious,52.872565,-0.727396,Liverpool,Urban
ACC02538,2023-10-07,10:35,Saturday,One way street,70,Raining with high winds,Daylight,Wet or damp,3,1,Slight,55.229399,-4.287446,Newcastle upon Tyne,Rural
ACC02539,2023-10-08,13:08,Sunday,Single carriageway,70,Snowing no high winds,Daylight,Flood over 3cm deep,1,1,Fatal,55.062248,-0.295804,Derby,Rural
ACC02540,2023-01-31,00:42,Tuesday,Single carriageway,30,Other,Darkness - lights lit,Frost or ice,2,2,Fatal,,,Cambridge,Urban
ACC02541,2023-12-19,18:47,Tuesday,Single carriageway,40,Raining no high winds,Daylight,Snow,1,1,Slight,50.151771,1.457689,Plymouth,Urban
ACC02542,2023-07-24,10:48,Monday,Single carriageway,60,Raining no high winds,Darkness - lighting unknown,Dry,1,1,Serious,50.592216,-4.556902,Swansea,Rural
ACC02543,2023-01-01,18:48,Sunday,Slip road,70,Unknown,Daylight,Snow,2,1,Slight,,,Derby,Urban
ACC02544,2023-06-29,07:31,Thursday,Slip road,20,Snowing no high winds,Darkness - lights unlit,Dry,2,2,Serious,54.42739,1.207726,Norwich,Rural
ACC02545,2023-04-28,16:00,Friday,Dual carriageway,30,Raining no high winds,Darkness - lights unlit,Snow,2,3,Slight,51.106897,1.096792,Hackney,Urban
ACC02546,2023-12-21,12:26,Thursday,One way street,30,Fine no high winds,Darkness - lights lit,Wet or damp,3,1,Fatal,50.170253,-4.152412,Coventry,Rural
ACC02547,2023-07-14,12:13,Friday,One way street,40,Raining no high winds,Daylight,Wet or damp,1,4,Slight,50.978834,-1.837216,Sunderland,Urban
ACC02548,2023-04-06,19:28,Thursday,Dual carriageway,40,Fog or mist,Darkness - lights unlit,Wet or damp,4,1,SERIOUS,51.391437,-0.890218,Edinburgh,Urban
ACC02549,2023-05-28,07:59,Sunday,Single carriageway,40,,Daylight,Dry,2,5,Serious,51.185358,0.926366,Bath,Urban
ACC02550,2023-10-20,07:55,Friday,Single carriageway,70,Raining no high winds,Daylight,Snow,4,2,Slight,54.762572,-2.59941,Coventry,Urban
ACC02551,2023-12-17,13:12,Sunday,One way street,60,Raining no high winds,Darkness - lighting unknown,Frost or ice,2,1,Slight,52.261244,-0.978173,Manchester,Rural
ACC02552,2023-04-23,09:49,Sunday,Motorway,60,Fine no high winds,Daylight,Frost or ice,1,2,Slight,53.864474,-2.070373,Wolverhampton,Rural
ACC02553,2023-06-07,11:27,Wednesday,Single carriageway,50,Unknown,Daylight,Dry,2,2,Slight,55.653166,-4.573245,Camden,Rural
ACC02554,2023-02-06,12:48,Monday,Single carriageway,70,Raining no high winds,Darkness - lights unlit,Dry,2,1,Slight,53.59976,-4.275076,Cardiff,Rural
ACC02555,2023-01-08,18:56,Sunday,Dual carriageway,40,Unknown,Darkness - no lighting,Dry,1,1,Serious,51.232916,0.535639,Greenwich,Urban
ACC02556,2023-02-19,04:37,Sunday,Single carriageway,20,Raining with high winds,Daylight,Dry,2,3,Slight,52.15583,-1.549132,Bristol,Urban
ACC02557,2023-11-14,23:30,Tuesday,Dual carriageway,60,Other,Darkness - no lighting,Dry,2,6,Slight,55.685599,1.366398,Birmingham,Urban
ACC02558,2023-07-28,13:16,Friday,Dual carriageway,60,Raining no high winds,Darkness - lights lit,Frost or ice,2,1,Slight,50.900304,-5.525828,Reading,Urban
ACC02559,2023-03-05,22:28,Sunday,Single carriageway,20,Fine no high winds,Darkness - lighting unknown,Dry,1,1,Slight,53.002775,-3.917878,Liverpool,Rural
ACC02560,2023-12-25,14:37,Monday,One way street,30,Fine no high winds,Daylight,Wet or damp,5,6,Slight,53.314465,-3.15175,Leicester,Urban
ACC02561,2023-11-29,04:45,Wednesday,Motorway,40,Other,Darkness - lights lit,Dry,3,1,Slight,53.433036,1.642131,Cambridge,Urban
ACC02562,2023-12-02,07:08,Saturday,Dual carriageway,60,Fine no high winds,Daylight,Frost or ice,1,4,Slight,52.800114,-0.714518,Hackney,Urban
ACC02563,2023-03-04,04:23,Saturday,Motorway,30,Snowing no high winds,Darkness - lights lit,Dry,3,1,Serious,52.998732,1.749802,Wandsworth,Rural
ACC02564,2023-02-24,05:43,Friday,Single carriageway,30,Fine no high winds,Daylight,Dry,4,2,Slight,53.973833,0.592934,Norwich,Urban
ACC02565,2023-04-08,11:15,Saturday,Roundabout,70,Fog or mist,Darkness - lights unlit,Flood over 3cm deep,2,2,Slight,54.550628,1.513834,Exeter,Urban
ACC02566,2023-07-15,12:28,Saturday,Single carriageway,50,Snowing no high winds,Daylight,Frost or ice,2,2,Serious,51.592983,-2.185995,Plymouth,Urban
ACC02567,2023-08-16,11:05,Wednesday,Single carriageway,70,Unknown,Darkness - lights lit,Frost or ice,2,1,Serious,50.177673,1.783958,Birmingham,Urban
ACC02568,2023-02-17,09:47,Friday,dual carriageway,20,Fine no high winds,Darkness - lights lit,Wet or damp,2,1,Fatal,51.720698,0.273053,Ipswich,Rural
ACC02569,2023-08-20,14:46,Sunday,Dual carriageway,30,Fine no high winds,Darkness - lights lit,Dry,1,1,Slight,50.517878,-5.05013,Sunderland,Urban
ACC02570,2023-02-24,14:25,Friday,Motorway,40,Raining no high winds,Darkness - lights lit,Flood over 3cm deep,2,1,Slight,55.400553,-1.783448,Greenwich,Rural
ACC02571,2023-07-21,07:49,Friday,Dual carriageway,40,Fine no high winds,Daylight,Wet or damp,2,1,Slight,52.891092,-2.24095,Southwark,Urban
ACC02572,2023-10-26,07:42,Thursday,Dual carriageway,,Other,Darkness - lights lit,Dry,2,2,Slight,50.395979,-1.019457,Hackney,Rural
ACC02573,2023-08-13,09:34,Sunday,Roundabout,60,Fog or mist,Daylight,Wet or damp,2,1,Slight,54.678779,-3.414559,Islington,Urban
ACC02574,2023-06-27,14:17,Tuesday,single carriageway,70,Raining no high winds,Darkness - lights lit,Snow,2,1,Slight,52.658637,0.245287,Wandsworth,Urban
ACC02575,2023-12-21,14:49,Thursday,Dual carriageway,40,Fog or mist,Darkness - lights unlit,Frost or ice,2,3,Slight,51.058041,-0.289217,Cardiff,Urban
ACC02576,2023-05-02,18:51,Tuesday,Motorway,70,Fine no high winds,Darkness - lighting unknown,Dry,3,1,SERIOUS,52.500464,-6e-06,Sunderland,Rural
ACC02577,2023-10-31,21:53,Tuesday,Slip road,60,Raining no high winds,Daylight,Dry,3,1,Slight,50.374377,-3.896686,Cheltenham,Rural
ACC02578,2023-08-04,13:53,Friday,Single carriageway,30,Fine no high winds,Daylight,Wet or damp,2,2,Slight,54.837732,-2.324219,Portsmouth,Urban
ACC02579,2023-08-25,18:00,Friday,Dual carriageway,50,Fine no high winds,Darkness - lights unlit,Dry,3,3,Slight,52.994751,-4.253231,Reading,Rural
ACC02580,2023-08-01,09:12,Tuesday,One way street,60,Other,Darkness - no lighting,Dry,2,2,Slight,51.074254,-2.617138,Ipswich,Urban
ACC02581,2023-10-04,14:59,Wednesday,Motorway,60,Unknown,Daylight,Wet or damp,1,1,Slight,54.828034,0.261933,Southampton,Urban
ACC02582,2023-08-09,17:53,Wednesday,Motorway,30,Snowing no high winds,Darkness - lighting unknown,Flood over 3cm deep,2,4,Serious,52.99625,-1.262092,Glasgow,Urban
ACC02583,2023-05-23,02:19,Tuesday,Single carriageway,20,Fine no high winds,Daylight,Wet or damp,3,3,Serious,54.979087,-4.111542,Manchester,Rural
ACC02584,2023-09-01,21:46,Friday,Dual carriageway,40,Raining with high winds,Daylight,Dry,2,1,Slight,51.349092,-1.938369,Ipswich,Urban
ACC02585,2023-05-08,05:53,Monday,Single carriageway,20,Fog or mist,Darkness - lights lit,Wet or damp,4,1,Slight,50.590001,-2.24628,Leeds,Urban
ACC02586,2023-10-20,20:41,Friday,Motorway,40,Raining no high winds,Darkness - no lighting,Snow,1,1,Fatal,52.158906,-5.004953,Islington,Urban
ACC02587,2023-02-05,09:40,Sunday,Single carriageway,30,Snowing no high winds,Daylight,Wet or damp,2,4,Fatal,55.648863,-3.124269,Camden,Urban
ACC02588,2023-07-15,01:58,Saturday,Roundabout,60,Fine no high winds,Darkness - no lighting,Wet or damp,2,3,Slight,50.126106,-4.8479,Bradford,Rural
ACC02589,2023-01-15,07:41,Sunday,Slip road,50,Unknown,Daylight,Frost or ice,2,2,Slight,50.885412,-0.211253,Reading,Rural
ACC02590,2023-08-04,19:59,Friday,Dual carriageway,50,Raining no high winds,Darkness - lighting unknown,Wet or damp,2,1,Slight,55.612137,-3.498466,Leicester,Urban
ACC02591,2023-08-14,14:59,Monday,Dual carriageway,50,Raining no high winds,Darkness - lighting unknown,Wet or damp,2,1,Slight,52.287969,-3.455259,Southwark,Rural
ACC02592,2023-12-01,17:23,Friday,Single carriageway,50,Raining no high winds,Daylight,Dry,2,1,Slight,51.892177,-5.051376,Plymouth,Rural
ACC02593,2023-12-07,09:28,Thursday,One way street,30,Fog or mist,Darkness - no lighting,Dry,4,6,Slight,50.39042,-1.673387,Manchester,Rural
ACC02594,2023-09-25,14:42,Monday,Dual carriageway,30,Fine no high winds,Darkness - lights lit,Dry,2,3,Serious,53.102931,-3.479785,Manchester,Urban
ACC02595,2023-06-12,11:14,Monday,Single carriageway,30,Fine no high winds,,Dry,2,1,Serious,50.72707,-1.081835,Southampton,Rural
ACC02596,2023-11-24,17:51,Friday,Single carriageway,30,Raining with high winds,Daylight,Wet or damp,2,2,Serious,50.214565,1.768093,Cardiff,Urban
ACC02597,2023-07-11,14:42,Tuesday,Roundabout,60,Snowing no high winds,Darkness - no lighting,Dry,4,1,Serious,51.383207,-5.657364,Manchester,Urban
ACC02598,2023-03-15,08:38,Wednesday,Motorway,20,Fine no high winds,Darkness - lighting unknown,Wet or damp,2,2,Slight,52.087474,-0.566707,Sheffield,Urban
ACC02599,2023-12-06,02:35,Wednesday,Dual carriageway,50,Raining no high winds,Darkness - lights lit,Flood over 3cm deep,2,2,Slight,53.041358,-2.774681,Reading,Rural
ACC02600,2023-08-07,07:57,Monday,Dual carriageway,60,Fine no high winds,Daylight,Wet or damp,4,1,Fatal,53.046282,-3.092306,Exeter,Rural
ACC02601,2023-09-26,16:52,Tuesday,One way street,30,Raining no high winds,Darkness - lights lit,Snow,3,1,Serious,55.347606,-1.273092,Portsmouth,Urban
ACC02602,2023-09-29,04:43,Friday,Single carriageway,70,Fine no high winds,Darkness - no lighting,Wet or damp,2,2,Slight,53.415569,-5.009639,Southwark,Urban
ACC02603,2023-12-17,02:13,Sunday,One way street,60,,Daylight,Wet or damp,2,1,Slight,53.881449,-4.461224,Bristol,Rural
ACC02604,2023-01-28,06:11,Saturday,Single carriageway,50,Fine no high winds,Darkness - no lighting,Dry,2,4,Serious,54.332373,-3.901246,York,Rural
ACC02605,2023-02-01,06:08,Wednesday,Dual carriageway,30,Snowing no high winds,Darkness - lights lit,Wet or damp,2,2,Serious,51.369498,-0.09758,Norwich,Urban
ACC02606,2023-11-10,12:08,Friday,Dual carriageway,30,Fine no high winds,Daylight,Dry,1,5,Slight,55.463935,-1.936349,Reading,Urban
ACC02607,2023-06-18,21:26,Sunday,Slip road,20,Raining with high winds,Darkness - no lighting,Dry,3,1,Slight,51.742576,0.492917,Southampton,Urban
ACC02608,2023-12-22,16:53,Friday,Slip road,30,Fine no high winds,Daylight,Dry,2,1,Slight,51.840301,-0.26095,York,Urban
ACC02609,2023-01-07,00:12,Saturday,Roundabout,60,Other,,Flood over 3cm deep,3,1,Slight,53.951316,-0.487088,Southampton,Urban
ACC02610,2023-01-04,18:49,Wednesday,Slip road,30,Snowing no high winds,Darkness - lighting unknown,Dry,2,1,Slight,55.415875,0.981377,Sunderland,Urban
ACC02611,2023-01-02,21:40,Monday,Single carriageway,70,Raining no high winds,Darkness - lights lit,Dry,3,6,Slight,52.003854,-4.623405,Cheltenham,Urban
ACC02612,2023-08-30,07:00,Wednesday,Single carriageway,60,Fine no high winds,Daylight,Dry,5,1,Slight,54.348839,-5.381138,Cheltenham,Urban
ACC02613,2023-08-06,13:07,Sunday,Single carriageway,30,Fine no high winds,Darkness - no lighting,Flood over 3cm deep,2,3,Slight,55.202181,-1.096131,Lambeth,Urban
ACC02614,2023-09-21,23:32,Thursday,roundabout,60,Unknown,Darkness - lights unlit,Dry,2,5,Slight,50.702492,-5.550771,Edinburgh,Urban
ACC02615,2023-03-06,01:59,Monday,Roundabout,30,Fine no high winds,Daylight,Snow,2,1,Slight,52.501366,-3.451647,Exeter,Rural
ACC02616,2023-03-03,18:32,Friday,Dual carriageway,20,Fine no high winds,Daylight,Dry,3,1,serious,51.525935,-2.344902,Nottingham,Rural
ACC02617,2023-03-17,14:42,Friday,Motorway,30,Fine no high winds,Darkness - no lighting,Snow,3,4,Slight,55.051363,-4.131923,Sheffield,Urban
ACC02618,2023-08-04,13:05,Friday,Single carriageway,70,Fine no high winds,Daylight,Dry,3,2,Slight,53.072092,-2.840897,Nottingham,Rural
ACC02619,2023-10-23,07:08,Monday,One way street,70,Other,Darkness - lights unlit,Dry,1,1,Slight,53.673483,-0.629442,Tower Hamlets,Urban
ACC02620,2023-02-26,07:47,Sunday,Motorway,30,,Darkness - no lighting,Dry,2,2,Slight,51.4855,-1.680047,Sunderland,Urban
ACC02621,2023-12-13,16:35,Wednesday,Dual carriageway,30,Fog or mist,Daylight,Dry,4,2,Slight,52.630709,-5.207058,Bath,Urban
ACC02622,2023-01-23,14:52,Monday,Slip road,30,Fine no high winds,Darkness - no lighting,Dry,1,1,Slight,55.094765,-4.462287,Southampton,Rural
ACC02623,2023-08-11,09:07,Friday,motorway,50,Fog or mist,Darkness - lights unlit,Dry,2,1,Slight,55.010376,-4.947526,Norwich,Urban
ACC02624,2023-06-05,18:51,Monday,Dual carriageway,20,Fog or mist,Darkness - no lighting,Wet or damp,2,1,Slight,51.149722,1.483262,Cheltenham,Urban
ACC02625,2023-09-01,13:34,Friday,One way street,30,Fine no high winds,Darkness - lights lit,Wet or damp,3,5,Slight,53.871521,-4.428146,Camden,Rural
ACC02626,2023-09-28,01:00,Thursday,Dual carriageway,40,Snowing no high winds,Daylight,Flood over 3cm deep,3,1,Slight,51.47297,-3.526161,Lambeth,Urban
ACC02627,2023-02-13,05:28,Monday,Single carriageway,60,Raining with high winds,Darkness - lighting unknown,,2,1,Slight,50.798576,1.479868,Southwark,Rural
ACC02628,2023-01-04,16:11,Wednesday,Single carriageway,60,Fine no high winds,Darkness - lights unlit,Dry,2,1,Slight,50.61181,-1.000284,Hackney,Rural
ACC02629,2023-02-16,16:53,Thursday,Single carriageway,30,Fine no high winds,Darkness - lighting unknown,Dry,2,1,Slight,54.214518,1.029295,Ipswich,Urban
ACC02630,2023-09-09,08:18,Saturday,Dual carriageway,70,Raining with high winds,Darkness - lights unlit,Wet or damp,2,1,Slight,52.472417,-1.399427,Lambeth,Urban
ACC02631,2023-11-14,09:31,Tuesday,Single carriageway,70,Fog or mist,Daylight,Wet or damp,2,2,Slight,53.498892,-0.469917,Wolverhampton,Urban
ACC02632,2023-06-27,14:30,Tuesday,Motorway,70,Fog or mist,Darkness - lights unlit,Flood over 3cm deep,3,1,Slight,52.386287,-1.072718,Wandsworth,Rural
ACC02633,2023-08-20,21:53,Sunday,Motorway,70,Raining no high winds,Darkness - lights unlit,Wet or damp,2,4,Slight,55.372674,-0.19998,Glasgow,Rural
ACC02634,2023-04-20,20:32,Thursday,Single carriageway,20,Raining with high winds,Darkness - lights lit,Dry,3,1,Slight,51.114421,-0.217496,Southampton,Urban
ACC02635,2023-12-07,13:31,Thursday,Motorway,60,Raining no high winds,Darkness - lights lit,Frost or ice,1,1,Serious,55.247295,-2.939387,Oxford,Urban
ACC02636,2023-03-11,07:00,Saturday,Roundabout,60,Raining with high winds,Darkness - lighting unknown,Dry,3,2,Slight,55.702191,1.673876,Birmingham,Rural
ACC02637,2023-04-22,09:34,Saturday,Dual carriageway,60,Other,Daylight,Frost or ice,2,2,Slight,54.828704,-0.657695,Westminster,Rural
ACC02638,2023-05-31,18:52,Wednesday,Slip road,40,Raining with high winds,Daylight,Flood over 3cm deep,4,1,Slight,52.830344,-4.861482,Bath,Urban
ACC02639,2023-07-11,23:54,Tuesday,Single carriageway,70,Fine no high winds,Daylight,Snow,4,2,Slight,55.59091,-4.361254,Westminster,Rural
ACC02640,2023-02-21,13:27,Tuesday,Slip road,20,Fine no high winds,Daylight,Flood over 3cm deep,2,1,Slight,51.553028,-3.197911,Derby,Rural
ACC02641,2023-11-08,21:01,Wednesday,Single carriageway,30,Fine no high winds,Daylight,Dry,5,2,Slight,50.187662,-5.437898,Coventry,Rural
ACC02642,2023-12-28,16:17,Thursday,One way street,40,Raining no high winds,Darkness - lights lit,Wet or damp,1,6,Slight,54.984395,1.302037,Cardiff,Urban
ACC02643,30/07/2023,12:44,Sunday,Dual carriageway,50,Fine no high winds,Daylight,Flood over 3cm deep,2,1,Slight,51.930089,-5.291215,Leicester,Urban
ACC02644,2023-02-14,12:25,Tuesday,Dual carriageway,,Fine no high winds,Darkness - lights unlit,Snow,2,3,Serious,52.815581,-1.012017,Liverpool,Urban
ACC02645,2023-05-21,02:43,Sunday,Roundabout,30,Raining no high winds,,Dry,2,1,Slight,54.262255,-5.130777,Reading,Urban
ACC02646,2023-07-26,12:09,Wednesday,Slip road,30,Fine no high winds,Daylight,Wet or damp,2,2,Slight,52.489722,1.45186,Nottingham,Urban
ACC02647,2023-03-23,11:03,Thursday,Single carriageway,50,Fine no high winds,Daylight,Dry,2,3,Slight,50.73704,-1.331008,Bristol,Urban
ACC02648,2023-11-08,17:36,Wednesday,Single carriageway,30,Snowing no high winds,Daylight,Dry,3,1,Slight,54.397288,-4.854939,Liverpool,Rural
ACC02649,2023-12-16,13:00,Saturday,Slip road,70,Fine no high winds,Daylight,Frost or ice,1,5,Slight,51.375441,1.394485,Bradford,Rural
ACC02650,2023-03-27,17:54,Monday,Slip road,30,Unknown,Darkness - lights lit,Wet or damp,2,2,Slight,54.168716,1.779961,Camden,Rural
ACC02651,2023-03-26,19:34,Sunday,Single carriageway,30,,Daylight,Wet or damp,2,2,Slight,52.321028,-2.88454,Wolverhampton,Rural
